variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se,source_base,source_base_label,outcome_short,base_short
wdj_govprot_lag1,-0.1753859852524256,Expands Expression,Expands Expression,0.2478250968361102,0.4791311658269327,spec_govprot_pack,Contracts Expression,,-0.175 (0.248),contract,Contracts Expression,expand,contract
wdj_govprot_lag1,-0.2479254704863584,Mixed Outcome,Mixed Outcome,0.2648711158740306,0.349261318614061,spec_govprot_pack,Contracts Expression,,-0.248 (0.265),contract,Contracts Expression,mixed,contract
v2jupack_lag1,-0.2526743797612577,Expands Expression,Expands Expression,0.1550038237352609,0.103076755579234,spec_govprot_pack,Contracts Expression,,-0.253 (0.155),contract,Contracts Expression,expand,contract
v2jupack_lag1,-0.5658126010818539,Mixed Outcome,Mixed Outcome,0.2433326941195762,0.020057881527017,spec_govprot_pack,Contracts Expression,**,-0.566** (0.243),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.801974440964948,Expands Expression,Expands Expression,1.2301338706868603,0.0019968544523884,spec_govprot_pack,Contracts Expression,***,3.802*** (1.23),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,6.984494893732455,Mixed Outcome,Mixed Outcome,1.8180495187714516,0.0001221593626028,spec_govprot_pack,Contracts Expression,***,6.984*** (1.818),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.9040288362139248,Expands Expression,Expands Expression,0.325259157204573,0.005445759640565,spec_govprot_pack,Contracts Expression,***,0.904*** (0.325),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.4795912059827275,Mixed Outcome,Mixed Outcome,0.3829517555113113,0.210440859087154,spec_govprot_pack,Contracts Expression,,0.48 (0.383),contract,Contracts Expression,mixed,contract
legal_common,-1.7943864144699144,Expands Expression,Expands Expression,0.342273422853261,1.5837024486220717e-07,spec_govprot_pack,Contracts Expression,***,-1.794*** (0.342),contract,Contracts Expression,expand,contract
legal_common,-0.6302748293249956,Mixed Outcome,Mixed Outcome,0.4851240963187948,0.1938741675579565,spec_govprot_pack,Contracts Expression,,-0.63 (0.485),contract,Contracts Expression,mixed,contract
legal_civil,-0.4353832694091454,Expands Expression,Expands Expression,0.3425925007878633,0.2037824430842746,spec_govprot_pack,Contracts Expression,,-0.435 (0.343),contract,Contracts Expression,expand,contract
legal_civil,-0.3870871135798122,Mixed Outcome,Mixed Outcome,0.4312027603223566,0.3693499670275049,spec_govprot_pack,Contracts Expression,,-0.387 (0.431),contract,Contracts Expression,mixed,contract
high_court,0.4165527555444829,Expands Expression,Expands Expression,0.2804438256438835,0.1374553636547131,spec_govprot_pack,Contracts Expression,,0.417 (0.28),contract,Contracts Expression,expand,contract
high_court,0.3911044429560362,Mixed Outcome,Mixed Outcome,0.2667517062633405,0.1426008625439935,spec_govprot_pack,Contracts Expression,,0.391 (0.267),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.1736717734207219,Expands Expression,Expands Expression,0.2998725132980326,0.5624865984699534,spec_govprot_pack,Contracts Expression,,0.174 (0.3),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1740148980432649,Mixed Outcome,Mixed Outcome,0.2821033093603717,0.5373349043243043,spec_govprot_pack,Contracts Expression,,-0.174 (0.282),contract,Contracts Expression,mixed,contract
wdj_citizen_lag1,-0.2654875824841903,Expands Expression,Expands Expression,0.4149811491510078,0.5223298281594027,spec_c_reform,Contracts Expression,,-0.265 (0.415),contract,Contracts Expression,expand,contract
wdj_citizen_lag1,-0.9453468471866076,Mixed Outcome,Mixed Outcome,0.6425469799167699,0.1412236868019548,spec_c_reform,Contracts Expression,,-0.945 (0.643),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3276369407879561,Expands Expression,Expands Expression,0.1231639777943772,0.0078101555139929,spec_c_reform,Contracts Expression,***,-0.328*** (0.123),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1734224954535169,Mixed Outcome,Mixed Outcome,0.2330233423576172,0.4567385528043185,spec_c_reform,Contracts Expression,,-0.173 (0.233),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.5736792222660174,Expands Expression,Expands Expression,1.2298069966708147,0.0036621457139505,spec_c_reform,Contracts Expression,***,3.574*** (1.23),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.359902058755812,Mixed Outcome,Mixed Outcome,1.3409049476003116,6.408871611352147e-05,spec_c_reform,Contracts Expression,***,5.36*** (1.341),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.7898151993639282,Expands Expression,Expands Expression,0.2996335245492819,0.0083905220917417,spec_c_reform,Contracts Expression,***,0.79*** (0.3),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3308884100396943,Mixed Outcome,Mixed Outcome,0.3413985415914858,0.3324381877916798,spec_c_reform,Contracts Expression,,0.331 (0.341),contract,Contracts Expression,mixed,contract
legal_common,-2.23920331494596,Expands Expression,Expands Expression,0.3603586180282945,5.171201186267567e-10,spec_c_reform,Contracts Expression,***,-2.239*** (0.36),contract,Contracts Expression,expand,contract
legal_common,-0.9518746979790264,Mixed Outcome,Mixed Outcome,0.521858102650417,0.0681504734907755,spec_c_reform,Contracts Expression,*,-0.952* (0.522),contract,Contracts Expression,mixed,contract
legal_civil,-0.6585345444481482,Expands Expression,Expands Expression,0.3587577844026176,0.0664173506321888,spec_c_reform,Contracts Expression,*,-0.659* (0.359),contract,Contracts Expression,expand,contract
legal_civil,-0.1498633790483311,Mixed Outcome,Mixed Outcome,0.4443349900834534,0.7359091029679251,spec_c_reform,Contracts Expression,,-0.15 (0.444),contract,Contracts Expression,mixed,contract
high_court,0.4309835902825646,Expands Expression,Expands Expression,0.2617556666026358,0.0996585926178217,spec_c_reform,Contracts Expression,*,0.431* (0.262),contract,Contracts Expression,expand,contract
high_court,0.4785662243510091,Mixed Outcome,Mixed Outcome,0.2858631214786228,0.0941090418871003,spec_c_reform,Contracts Expression,*,0.479* (0.286),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2329241372194255,Expands Expression,Expands Expression,0.2573555170157244,0.3654295815274211,spec_c_reform,Contracts Expression,,0.233 (0.257),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1789691457134377,Mixed Outcome,Mixed Outcome,0.2399149679821381,0.4556860990095969,spec_c_reform,Contracts Expression,,-0.179 (0.24),contract,Contracts Expression,mixed,contract
wdj_intermediaries_lag1,-0.8005446282264371,Expands Expression,Expands Expression,0.6067668583139761,0.1870483988414658,spec_im_reform,Contracts Expression,,-0.801 (0.607),contract,Contracts Expression,expand,contract
wdj_intermediaries_lag1,-0.3776526630740173,Mixed Outcome,Mixed Outcome,0.950402695844778,0.6911015052994256,spec_im_reform,Contracts Expression,,-0.378 (0.95),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3242105818550567,Expands Expression,Expands Expression,0.1198651537319595,0.0068346702230664,spec_im_reform,Contracts Expression,***,-0.324*** (0.12),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1767969582281187,Mixed Outcome,Mixed Outcome,0.2496959710863998,0.4789148896722808,spec_im_reform,Contracts Expression,,-0.177 (0.25),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.6603092924606098,Expands Expression,Expands Expression,1.1953919906396615,0.0021985176769459,spec_im_reform,Contracts Expression,***,3.66*** (1.195),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.365516790637891,Mixed Outcome,Mixed Outcome,1.3798209870175646,0.0001008407146666,spec_im_reform,Contracts Expression,***,5.366*** (1.38),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.8001542684658881,Expands Expression,Expands Expression,0.3054526853249772,0.0088041058711521,spec_im_reform,Contracts Expression,***,0.8*** (0.305),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3534549986919635,Mixed Outcome,Mixed Outcome,0.3604013547548759,0.3267278518695841,spec_im_reform,Contracts Expression,,0.353 (0.36),contract,Contracts Expression,mixed,contract
legal_common,-2.2855119773664123,Expands Expression,Expands Expression,0.3672156119566086,4.849569347233865e-10,spec_im_reform,Contracts Expression,***,-2.286*** (0.367),contract,Contracts Expression,expand,contract
legal_common,-0.9157252699148294,Mixed Outcome,Mixed Outcome,0.5547148507030157,0.0987786857730122,spec_im_reform,Contracts Expression,*,-0.916* (0.555),contract,Contracts Expression,mixed,contract
legal_civil,-0.5636799551621308,Expands Expression,Expands Expression,0.3475576284041143,0.1048394038083603,spec_im_reform,Contracts Expression,,-0.564 (0.348),contract,Contracts Expression,expand,contract
legal_civil,-0.3744544971083525,Mixed Outcome,Mixed Outcome,0.4982131315410935,0.452294652900739,spec_im_reform,Contracts Expression,,-0.374 (0.498),contract,Contracts Expression,mixed,contract
high_court,0.4203555937266107,Expands Expression,Expands Expression,0.2625306674149941,0.1093398070922219,spec_im_reform,Contracts Expression,,0.42 (0.263),contract,Contracts Expression,expand,contract
high_court,0.4693939361040251,Mixed Outcome,Mixed Outcome,0.2891906220365353,0.1045616459965214,spec_im_reform,Contracts Expression,,0.469 (0.289),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.214612964864985,Expands Expression,Expands Expression,0.2515256782475718,0.3935235910226858,spec_im_reform,Contracts Expression,,0.215 (0.252),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1751669587377511,Mixed Outcome,Mixed Outcome,0.2554912452006407,0.4929600463026335,spec_im_reform,Contracts Expression,,-0.175 (0.255),contract,Contracts Expression,mixed,contract
wdj_press_lag1,-0.5771709058234258,Expands Expression,Expands Expression,0.5274447436321386,0.2738332982876801,spec_p_reform,Contracts Expression,,-0.577 (0.527),contract,Contracts Expression,expand,contract
wdj_press_lag1,-1.6167296259429964,Mixed Outcome,Mixed Outcome,0.5603815305745942,0.0039134952459869,spec_p_reform,Contracts Expression,***,-1.617*** (0.56),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3314481622931179,Expands Expression,Expands Expression,0.119582794921036,0.005576364513533,spec_p_reform,Contracts Expression,***,-0.331*** (0.12),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1991023124642203,Mixed Outcome,Mixed Outcome,0.2351010230215241,0.3970621106406204,spec_p_reform,Contracts Expression,,-0.199 (0.235),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.719191089179197,Expands Expression,Expands Expression,1.2016734421635251,0.0019680638916333,spec_p_reform,Contracts Expression,***,3.719*** (1.202),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.755065374621576,Mixed Outcome,Mixed Outcome,1.2892950620254218,8.054495492137323e-06,spec_p_reform,Contracts Expression,***,5.755*** (1.289),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.8422933345281006,Expands Expression,Expands Expression,0.3229984760156904,0.0091144388000177,spec_p_reform,Contracts Expression,***,0.842*** (0.323),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.4138013927526823,Mixed Outcome,Mixed Outcome,0.3774638784852341,0.2729617157115397,spec_p_reform,Contracts Expression,,0.414 (0.377),contract,Contracts Expression,mixed,contract
legal_common,-2.30068389708565,Expands Expression,Expands Expression,0.3788929233520208,1.2623130017643701e-09,spec_p_reform,Contracts Expression,***,-2.301*** (0.379),contract,Contracts Expression,expand,contract
legal_common,-1.1122938069217183,Mixed Outcome,Mixed Outcome,0.5298515213256135,0.0357943695177972,spec_p_reform,Contracts Expression,**,-1.112** (0.53),contract,Contracts Expression,mixed,contract
legal_civil,-0.6494186644417062,Expands Expression,Expands Expression,0.359421473992687,0.0707865493523441,spec_p_reform,Contracts Expression,*,-0.649* (0.359),contract,Contracts Expression,expand,contract
legal_civil,-0.1861372747458095,Mixed Outcome,Mixed Outcome,0.4486222391394298,0.6782087330376583,spec_p_reform,Contracts Expression,,-0.186 (0.449),contract,Contracts Expression,mixed,contract
high_court,0.4372295700390171,Expands Expression,Expands Expression,0.2616697080417927,0.0947371623302109,spec_p_reform,Contracts Expression,*,0.437* (0.262),contract,Contracts Expression,expand,contract
high_court,0.4876144616210781,Mixed Outcome,Mixed Outcome,0.286032544906285,0.0882407467390412,spec_p_reform,Contracts Expression,*,0.488* (0.286),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2253948768034089,Expands Expression,Expands Expression,0.2555360591093397,0.3777512592017151,spec_p_reform,Contracts Expression,,0.225 (0.256),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1641483614498962,Mixed Outcome,Mixed Outcome,0.2370913924534971,0.4887224938063927,spec_p_reform,Contracts Expression,,-0.164 (0.237),contract,Contracts Expression,mixed,contract
wdj_govprot_lag1,-0.1553125046454125,Expands Expression,Expands Expression,0.2433757625437733,0.5233699924041348,spec_govprot_reform,Contracts Expression,,-0.155 (0.243),contract,Contracts Expression,expand,contract
wdj_govprot_lag1,-0.2127637284607222,Mixed Outcome,Mixed Outcome,0.31762352381859,0.5029461680533774,spec_govprot_reform,Contracts Expression,,-0.213 (0.318),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3356103783062483,Expands Expression,Expands Expression,0.1221276737874227,0.0059954722369585,spec_govprot_reform,Contracts Expression,***,-0.336*** (0.122),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1846138792977692,Mixed Outcome,Mixed Outcome,0.2476653468690822,0.4560198666039884,spec_govprot_reform,Contracts Expression,,-0.185 (0.248),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.459116515069003,Expands Expression,Expands Expression,1.2315100197460094,0.0049720110591126,spec_govprot_reform,Contracts Expression,***,3.459*** (1.232),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.096674954105146,Mixed Outcome,Mixed Outcome,1.4483268308158874,0.0004331622367072,spec_govprot_reform,Contracts Expression,***,5.097*** (1.448),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.8290040462417945,Expands Expression,Expands Expression,0.32306946254964,0.0102871662664274,spec_govprot_reform,Contracts Expression,**,0.829** (0.323),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3867776781840665,Mixed Outcome,Mixed Outcome,0.3699604073428812,0.2958118285485651,spec_govprot_reform,Contracts Expression,,0.387 (0.37),contract,Contracts Expression,mixed,contract
legal_common,-2.1865729919018464,Expands Expression,Expands Expression,0.3519848106521275,5.227343156276243e-10,spec_govprot_reform,Contracts Expression,***,-2.187*** (0.352),contract,Contracts Expression,expand,contract
legal_common,-0.8495681572758693,Mixed Outcome,Mixed Outcome,0.5381361014331185,0.1143994717865043,spec_govprot_reform,Contracts Expression,,-0.85 (0.538),contract,Contracts Expression,mixed,contract
legal_civil,-0.6736615919569641,Expands Expression,Expands Expression,0.3684277215207429,0.0674780038080097,spec_govprot_reform,Contracts Expression,*,-0.674* (0.368),contract,Contracts Expression,expand,contract
legal_civil,-0.3373777247789303,Mixed Outcome,Mixed Outcome,0.4779081567893905,0.480221234020986,spec_govprot_reform,Contracts Expression,,-0.337 (0.478),contract,Contracts Expression,mixed,contract
high_court,0.4044491858388045,Expands Expression,Expands Expression,0.2746812112019079,0.1409044726606337,spec_govprot_reform,Contracts Expression,,0.404 (0.275),contract,Contracts Expression,expand,contract
high_court,0.4355383295091001,Mixed Outcome,Mixed Outcome,0.2737462595755858,0.1116029739287333,spec_govprot_reform,Contracts Expression,,0.436 (0.274),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2636296341689423,Expands Expression,Expands Expression,0.283278852496766,0.3520416374039625,spec_govprot_reform,Contracts Expression,,0.264 (0.283),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1099751397569853,Mixed Outcome,Mixed Outcome,0.2868891984859059,0.7014701797699123,spec_govprot_reform,Contracts Expression,,-0.11 (0.287),contract,Contracts Expression,mixed,contract
wdj_citizen_lag1,-0.3338270475092568,Expands Expression,Expands Expression,0.4045533935108674,0.4092726640899305,spec_c_attack,Contracts Expression,,-0.334 (0.405),contract,Contracts Expression,expand,contract
wdj_citizen_lag1,-0.9939966292271186,Mixed Outcome,Mixed Outcome,0.6421097368262516,0.1216182633072712,spec_c_attack,Contracts Expression,,-0.994 (0.642),contract,Contracts Expression,mixed,contract
v2jupoatck_lag1,-0.1497107643452136,Expands Expression,Expands Expression,0.122443264886035,0.2214449267261559,spec_c_attack,Contracts Expression,,-0.15 (0.122),contract,Contracts Expression,expand,contract
v2jupoatck_lag1,-0.1814084548281841,Mixed Outcome,Mixed Outcome,0.1025035794206185,0.076764333315399,spec_c_attack,Contracts Expression,*,-0.181* (0.103),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.444402475291411,Expands Expression,Expands Expression,1.1663897908023817,0.0031465527277262,spec_c_attack,Contracts Expression,***,3.444*** (1.166),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.696540740162513,Mixed Outcome,Mixed Outcome,1.315569112569518,1.4904425466371888e-05,spec_c_attack,Contracts Expression,***,5.697*** (1.316),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.7588454541255935,Expands Expression,Expands Expression,0.3031682725635865,0.0123128022277821,spec_c_attack,Contracts Expression,**,0.759** (0.303),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.2626860180796416,Mixed Outcome,Mixed Outcome,0.336020690293891,0.4343582860380809,spec_c_attack,Contracts Expression,,0.263 (0.336),contract,Contracts Expression,mixed,contract
legal_common,-1.8345995752637865,Expands Expression,Expands Expression,0.3452481047668488,1.0732797342429163e-07,spec_c_attack,Contracts Expression,***,-1.835*** (0.345),contract,Contracts Expression,expand,contract
legal_common,-0.713068542899116,Mixed Outcome,Mixed Outcome,0.4890898225575734,0.144854304981847,spec_c_attack,Contracts Expression,,-0.713 (0.489),contract,Contracts Expression,mixed,contract
legal_civil,-0.3799328998365638,Expands Expression,Expands Expression,0.3473897016936426,0.2740956887698642,spec_c_attack,Contracts Expression,,-0.38 (0.347),contract,Contracts Expression,expand,contract
legal_civil,-0.0605187668469275,Mixed Outcome,Mixed Outcome,0.4046365363560199,0.8811091820007829,spec_c_attack,Contracts Expression,,-0.061 (0.405),contract,Contracts Expression,mixed,contract
high_court,0.5534254653467275,Expands Expression,Expands Expression,0.2748840817613823,0.0440825644976678,spec_c_attack,Contracts Expression,**,0.553** (0.275),contract,Contracts Expression,expand,contract
high_court,0.5885631983408027,Mixed Outcome,Mixed Outcome,0.279329191293814,0.0351124309778147,spec_c_attack,Contracts Expression,**,0.589** (0.279),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.1478070373358862,Expands Expression,Expands Expression,0.2711391091012902,0.5856616384864524,spec_c_attack,Contracts Expression,,0.148 (0.271),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.2437676471942876,Mixed Outcome,Mixed Outcome,0.2431358847510936,0.3160546717617549,spec_c_attack,Contracts Expression,,-0.244 (0.243),contract,Contracts Expression,mixed,contract
wdj_intermediaries_lag1,-0.8389641428712517,Expands Expression,Expands Expression,0.6360622038204062,0.1871701131979716,spec_im_attack,Contracts Expression,,-0.839 (0.636),contract,Contracts Expression,expand,contract
wdj_intermediaries_lag1,-0.3958369485238837,Mixed Outcome,Mixed Outcome,0.954636922945457,0.6784006336911312,spec_im_attack,Contracts Expression,,-0.396 (0.955),contract,Contracts Expression,mixed,contract
v2jupoatck_lag1,-0.1483603814860419,Expands Expression,Expands Expression,0.1177861884039363,0.2078231991881128,spec_im_attack,Contracts Expression,,-0.148 (0.118),contract,Contracts Expression,expand,contract
v2jupoatck_lag1,-0.1736776651919079,Mixed Outcome,Mixed Outcome,0.1097262450048148,0.1134608967903195,spec_im_attack,Contracts Expression,,-0.174 (0.11),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.531401754035649,Expands Expression,Expands Expression,1.1301388307533833,0.001779559948366,spec_im_attack,Contracts Expression,***,3.531*** (1.13),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.634564267949112,Mixed Outcome,Mixed Outcome,1.3783710144700938,4.354026906866005e-05,spec_im_attack,Contracts Expression,***,5.635*** (1.378),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.7732454383782271,Expands Expression,Expands Expression,0.3050998513393247,0.0112639676402129,spec_im_attack,Contracts Expression,**,0.773** (0.305),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.28997022107576,Mixed Outcome,Mixed Outcome,0.3579949476066059,0.4179493050877115,spec_im_attack,Contracts Expression,,0.29 (0.358),contract,Contracts Expression,mixed,contract
legal_common,-1.8953926377624957,Expands Expression,Expands Expression,0.3465966425859968,4.5364666162112255e-08,spec_im_attack,Contracts Expression,***,-1.895*** (0.347),contract,Contracts Expression,expand,contract
legal_common,-0.6772759432518632,Mixed Outcome,Mixed Outcome,0.5007574247012125,0.1762144443647424,spec_im_attack,Contracts Expression,,-0.677 (0.501),contract,Contracts Expression,mixed,contract
legal_civil,-0.2981526871396347,Expands Expression,Expands Expression,0.3311983270833531,0.368001049546662,spec_im_attack,Contracts Expression,,-0.298 (0.331),contract,Contracts Expression,expand,contract
legal_civil,-0.2863313604552853,Mixed Outcome,Mixed Outcome,0.4665368935193566,0.5393885575648537,spec_im_attack,Contracts Expression,,-0.286 (0.467),contract,Contracts Expression,mixed,contract
high_court,0.5430244238517729,Expands Expression,Expands Expression,0.2750225013291141,0.0483280173883512,spec_im_attack,Contracts Expression,**,0.543** (0.275),contract,Contracts Expression,expand,contract
high_court,0.5778800944691783,Mixed Outcome,Mixed Outcome,0.288427124797746,0.0451175695539665,spec_im_attack,Contracts Expression,**,0.578** (0.288),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.1368996928496452,Expands Expression,Expands Expression,0.2673961941641818,0.6086697461234869,spec_im_attack,Contracts Expression,,0.137 (0.267),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.2322350205733107,Mixed Outcome,Mixed Outcome,0.2527512282054455,0.3581853063289906,spec_im_attack,Contracts Expression,,-0.232 (0.253),contract,Contracts Expression,mixed,contract
wdj_press_lag1,-0.575338026534727,Expands Expression,Expands Expression,0.5957744880620888,0.3341954928365933,spec_p_attack,Contracts Expression,,-0.575 (0.596),contract,Contracts Expression,expand,contract
wdj_press_lag1,-1.6120075878299225,Mixed Outcome,Mixed Outcome,0.6365724729030648,0.0113309319991316,spec_p_attack,Contracts Expression,**,-1.612** (0.637),contract,Contracts Expression,mixed,contract
v2jupoatck_lag1,-0.14596092553972,Expands Expression,Expands Expression,0.1236961487020025,0.2380019188200293,spec_p_attack,Contracts Expression,,-0.146 (0.124),contract,Contracts Expression,expand,contract
v2jupoatck_lag1,-0.168898553165555,Mixed Outcome,Mixed Outcome,0.1024850256048804,0.0993462019914766,spec_p_attack,Contracts Expression,*,-0.169* (0.102),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.56142306046087,Expands Expression,Expands Expression,1.174039262786862,0.0024175180141393,spec_p_attack,Contracts Expression,***,3.561*** (1.174),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.99476728037482,Mixed Outcome,Mixed Outcome,1.3244215765533014,6.001722969019564e-06,spec_p_attack,Contracts Expression,***,5.995*** (1.324),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.8198577851282525,Expands Expression,Expands Expression,0.3356680340014757,0.0145873006049216,spec_p_attack,Contracts Expression,**,0.82** (0.336),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3577433939799994,Mixed Outcome,Mixed Outcome,0.3876711115526939,0.3561107790204537,spec_p_attack,Contracts Expression,,0.358 (0.388),contract,Contracts Expression,mixed,contract
legal_common,-1.892753645261168,Expands Expression,Expands Expression,0.347323851289243,5.0501552604307325e-08,spec_p_attack,Contracts Expression,***,-1.893*** (0.347),contract,Contracts Expression,expand,contract
legal_common,-0.8494383968570792,Mixed Outcome,Mixed Outcome,0.4645716254444531,0.0674844937110475,spec_p_attack,Contracts Expression,*,-0.849* (0.465),contract,Contracts Expression,mixed,contract
legal_civil,-0.3784670846806911,Expands Expression,Expands Expression,0.355304526762256,0.2867896322247814,spec_p_attack,Contracts Expression,,-0.378 (0.355),contract,Contracts Expression,expand,contract
legal_civil,-0.0764067484054043,Mixed Outcome,Mixed Outcome,0.4118624591627709,0.8528249556547319,spec_p_attack,Contracts Expression,,-0.076 (0.412),contract,Contracts Expression,mixed,contract
high_court,0.5624347741938351,Expands Expression,Expands Expression,0.2772166013360204,0.042472147519696,spec_p_attack,Contracts Expression,**,0.562** (0.277),contract,Contracts Expression,expand,contract
high_court,0.6002365579938506,Mixed Outcome,Mixed Outcome,0.2842782847004377,0.034734504998439,spec_p_attack,Contracts Expression,**,0.6** (0.284),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.1428758865162375,Expands Expression,Expands Expression,0.2741773513359648,0.6022918550486422,spec_p_attack,Contracts Expression,,0.143 (0.274),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.2300532781853157,Mixed Outcome,Mixed Outcome,0.242033117165912,0.3418565745318819,spec_p_attack,Contracts Expression,,-0.23 (0.242),contract,Contracts Expression,mixed,contract
wdj_govprot_lag1,-0.3210529777774257,Expands Expression,Expands Expression,0.2563473305754407,0.2104190587480943,spec_govprot_attack,Contracts Expression,,-0.321 (0.256),contract,Contracts Expression,expand,contract
wdj_govprot_lag1,-0.4252482618034285,Mixed Outcome,Mixed Outcome,0.3219210801951856,0.1865111887482269,spec_govprot_attack,Contracts Expression,,-0.425 (0.322),contract,Contracts Expression,mixed,contract
v2jupoatck_lag1,-0.1962679752995766,Expands Expression,Expands Expression,0.1042616448818769,0.0597741073868785,spec_govprot_attack,Contracts Expression,*,-0.196* (0.104),contract,Contracts Expression,expand,contract
v2jupoatck_lag1,-0.2514562516351579,Mixed Outcome,Mixed Outcome,0.1252746100852145,0.0447240776150877,spec_govprot_attack,Contracts Expression,**,-0.251** (0.125),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.3766703228897668,Expands Expression,Expands Expression,1.1078427178421026,0.0023039365059508,spec_govprot_attack,Contracts Expression,***,3.377*** (1.108),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.48634726884852,Mixed Outcome,Mixed Outcome,1.301005218314518,2.475670048016205e-05,spec_govprot_attack,Contracts Expression,***,5.486*** (1.301),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.7780424835559734,Expands Expression,Expands Expression,0.3296582331041646,0.0182676060397706,spec_govprot_attack,Contracts Expression,**,0.778** (0.33),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.287759187802958,Mixed Outcome,Mixed Outcome,0.3708073198340866,0.4377287515250528,spec_govprot_attack,Contracts Expression,,0.288 (0.371),contract,Contracts Expression,mixed,contract
legal_common,-1.7298955591131802,Expands Expression,Expands Expression,0.3346414445614274,2.3484647370606377e-07,spec_govprot_attack,Contracts Expression,***,-1.73*** (0.335),contract,Contracts Expression,expand,contract
legal_common,-0.5419864357540348,Mixed Outcome,Mixed Outcome,0.4856903189478848,0.2644608795284053,spec_govprot_attack,Contracts Expression,,-0.542 (0.486),contract,Contracts Expression,mixed,contract
legal_civil,-0.3893080745305018,Expands Expression,Expands Expression,0.3296232737562571,0.2375750193835863,spec_govprot_attack,Contracts Expression,,-0.389 (0.33),contract,Contracts Expression,expand,contract
legal_civil,-0.2201163992336743,Mixed Outcome,Mixed Outcome,0.4287539440432387,0.6076811297266904,spec_govprot_attack,Contracts Expression,,-0.22 (0.429),contract,Contracts Expression,mixed,contract
high_court,0.5096735051969928,Expands Expression,Expands Expression,0.2798685791981622,0.0685890313654932,spec_govprot_attack,Contracts Expression,*,0.51* (0.28),contract,Contracts Expression,expand,contract
high_court,0.5276774081405923,Mixed Outcome,Mixed Outcome,0.2722700607797386,0.0526151437715735,spec_govprot_attack,Contracts Expression,*,0.528* (0.272),contract,Contracts Expression,mixed,contract
