variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se,source_base,source_base_label,outcome_short,base_short
legal_civil,-0.0584490246970934,Expands Expression,Expands Expression,0.3768578395847911,0.8767458840650825,spec_extended_3_spline,Mixed Outcome,,-0.058 (0.377),mixed,Mixed Outcome,expand,mixed
high_court,-0.4472562272412266,Contracts Expression,Contracts Expression,0.2790543549990945,0.1089883877842714,spec_extended_3_spline,Mixed Outcome,,-0.447 (0.279),mixed,Mixed Outcome,contract,mixed
high_court,-0.1347423515547787,Expands Expression,Expands Expression,0.1709301144555403,0.4305276032202748,spec_extended_3_spline,Mixed Outcome,,-0.135 (0.171),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.1158910754073186,Contracts Expression,Contracts Expression,0.2810590897716257,0.6800923974425246,spec_extended_3_spline,Mixed Outcome,,0.116 (0.281),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3276029651585662,Expands Expression,Expands Expression,0.2063349641540721,0.1123487739305293,spec_extended_3_spline,Mixed Outcome,,0.328 (0.206),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,201.35091470591732,Contracts Expression,Contracts Expression,174.55801717508666,0.2487093491809389,spec_extended_3_spline_interact,Mixed Outcome,,201.351 (174.558),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,17.940666165432482,Expands Expression,Expands Expression,96.85846367168732,0.8530520977534428,spec_extended_3_spline_interact,Mixed Outcome,,17.941 (96.858),mixed,Mixed Outcome,expand,mixed
wdj_expression_lag1,0.5974517859875874,Contracts Expression,Contracts Expression,0.4897595627092678,0.222507356711175,spec_extended_3_spline_interact,Mixed Outcome,,0.597 (0.49),mixed,Mixed Outcome,contract,mixed
wdj_expression_lag1,0.3130596634945554,Expands Expression,Expands Expression,0.2916576291904398,0.283100350618803,spec_extended_3_spline_interact,Mixed Outcome,,0.313 (0.292),mixed,Mixed Outcome,expand,mixed
v2jupack_lag1,0.5912447983514443,Contracts Expression,Contracts Expression,0.2364685794974563,0.0124084607459622,spec_extended_3_spline_interact,Mixed Outcome,**,0.591** (0.236),mixed,Mixed Outcome,contract,mixed
v2jupack_lag1,0.2950264326467531,Expands Expression,Expands Expression,0.2147322828768243,0.169464416704174,spec_extended_3_spline_interact,Mixed Outcome,,0.295 (0.215),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.3668779109593265,Contracts Expression,Contracts Expression,0.3804228684155211,0.3348479296712213,spec_extended_3_spline_interact,Mixed Outcome,,-0.367 (0.38),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.5543544510681249,Expands Expression,Expands Expression,0.3607556947763312,0.1243795761004746,spec_extended_3_spline_interact,Mixed Outcome,,0.554 (0.361),mixed,Mixed Outcome,expand,mixed
legal_common,0.3698839046046794,Contracts Expression,Contracts Expression,0.4663376641595968,0.4276802083087834,spec_extended_3_spline_interact,Mixed Outcome,,0.37 (0.466),mixed,Mixed Outcome,contract,mixed
legal_common,-1.3999058119244288,Expands Expression,Expands Expression,0.3836103796689536,0.0002629653366216,spec_extended_3_spline_interact,Mixed Outcome,***,-1.4*** (0.384),mixed,Mixed Outcome,expand,mixed
legal_civil,0.3632639547893582,Contracts Expression,Contracts Expression,0.4281383017114148,0.3961743877326175,spec_extended_3_spline_interact,Mixed Outcome,,0.363 (0.428),mixed,Mixed Outcome,contract,mixed
legal_civil,-0.0091686158335174,Expands Expression,Expands Expression,0.4094156215521787,0.9821333500388733,spec_extended_3_spline_interact,Mixed Outcome,,-0.009 (0.409),mixed,Mixed Outcome,expand,mixed
high_court,-0.3925664414726754,Contracts Expression,Contracts Expression,0.2806768104077996,0.1619202943944194,spec_extended_3_spline_interact,Mixed Outcome,,-0.393 (0.281),mixed,Mixed Outcome,contract,mixed
high_court,-0.1283509444114395,Expands Expression,Expands Expression,0.1719975393465153,0.4555242023974781,spec_extended_3_spline_interact,Mixed Outcome,,-0.128 (0.172),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.1311049209603155,Contracts Expression,Contracts Expression,0.2734941187581466,0.6316753140432816,spec_extended_3_spline_interact,Mixed Outcome,,0.131 (0.273),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3540553237262357,Expands Expression,Expands Expression,0.2123549135192028,0.0954585324153193,spec_extended_3_spline_interact,Mixed Outcome,*,0.354* (0.212),mixed,Mixed Outcome,expand,mixed
wdj_citizen_lag1,0.8546583154292553,Contracts Expression,Contracts Expression,0.6345805385187361,0.178041991479583,spec_c_pack,Mixed Outcome,,0.855 (0.635),mixed,Mixed Outcome,contract,mixed
wdj_citizen_lag1,0.583054339636806,Expands Expression,Expands Expression,0.4128436753530372,0.157865056336888,spec_c_pack,Mixed Outcome,,0.583 (0.413),mixed,Mixed Outcome,expand,mixed
v2jupack_lag1,0.4876853824954493,Contracts Expression,Contracts Expression,0.2493449147892553,0.0504808746793677,spec_c_pack,Mixed Outcome,*,0.488* (0.249),mixed,Mixed Outcome,contract,mixed
v2jupack_lag1,0.2524319764483977,Expands Expression,Expands Expression,0.2215758604695448,0.2545957397846751,spec_c_pack,Mixed Outcome,,0.252 (0.222),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-7.0008296035909146,Contracts Expression,Contracts Expression,1.7748777967462008,7.99997230160744e-05,spec_c_pack,Mixed Outcome,***,-7.001*** (1.775),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-3.1192398796256606,Expands Expression,Expands Expression,1.242755459322294,0.0120752160458212,spec_c_pack,Mixed Outcome,**,-3.119** (1.243),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.4172666086102284,Contracts Expression,Contracts Expression,0.3557931649580659,0.2408846034381176,spec_c_pack,Mixed Outcome,,-0.417 (0.356),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.4505463974349574,Expands Expression,Expands Expression,0.3593409779853778,0.2099099750201881,spec_c_pack,Mixed Outcome,,0.451 (0.359),mixed,Mixed Outcome,expand,mixed
legal_common,0.7387188503933981,Contracts Expression,Contracts Expression,0.4894647948778785,0.1312379817169372,spec_c_pack,Mixed Outcome,,0.739 (0.489),mixed,Mixed Outcome,contract,mixed
legal_common,-1.126627423330141,Expands Expression,Expands Expression,0.3854572370395008,0.00346861658384,spec_c_pack,Mixed Outcome,***,-1.127*** (0.385),mixed,Mixed Outcome,expand,mixed
legal_civil,0.2125928063780119,Contracts Expression,Contracts Expression,0.4252784172797259,0.6171519074645806,spec_c_pack,Mixed Outcome,,0.213 (0.425),mixed,Mixed Outcome,contract,mixed
legal_civil,-0.2054105319107342,Expands Expression,Expands Expression,0.3578241752746413,0.5659310089853304,spec_c_pack,Mixed Outcome,,-0.205 (0.358),mixed,Mixed Outcome,expand,mixed
high_court,-0.4474218839090816,Contracts Expression,Contracts Expression,0.2662775222447202,0.092902055254324,spec_c_pack,Mixed Outcome,*,-0.447* (0.266),mixed,Mixed Outcome,contract,mixed
high_court,0.0015124524992034,Expands Expression,Expands Expression,0.1308167114832477,0.9907753711275064,spec_c_pack,Mixed Outcome,,0.002 (0.131),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.2475993813871608,Contracts Expression,Contracts Expression,0.2482796378925606,0.3186382659964428,spec_c_pack,Mixed Outcome,,0.248 (0.248),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3912069175629001,Expands Expression,Expands Expression,0.1890892247365651,0.0385553621448646,spec_c_pack,Mixed Outcome,**,0.391** (0.189),mixed,Mixed Outcome,expand,mixed
wdj_intermediaries_lag1,0.1382798654836428,Contracts Expression,Contracts Expression,0.960761869524412,0.885557874834833,spec_im_pack,Mixed Outcome,,0.138 (0.961),mixed,Mixed Outcome,contract,mixed
wdj_intermediaries_lag1,-0.6238557497728229,Expands Expression,Expands Expression,0.5421941450933306,0.2498913928939747,spec_im_pack,Mixed Outcome,,-0.624 (0.542),mixed,Mixed Outcome,expand,mixed
v2jupack_lag1,0.5634140746584132,Contracts Expression,Contracts Expression,0.2435157661111814,0.020686066938793,spec_im_pack,Mixed Outcome,**,0.563** (0.244),mixed,Mixed Outcome,contract,mixed
v2jupack_lag1,0.3495094232788053,Expands Expression,Expands Expression,0.2039906460024856,0.0866463213129226,spec_im_pack,Mixed Outcome,*,0.35* (0.204),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-7.23192242194642,Contracts Expression,Contracts Expression,1.7942113847988972,5.561169929550833e-05,spec_im_pack,Mixed Outcome,***,-7.232*** (1.794),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-3.3542267001698005,Expands Expression,Expands Expression,1.2550255639224768,0.007525782669102,spec_im_pack,Mixed Outcome,***,-3.354*** (1.255),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.4515452359410684,Contracts Expression,Contracts Expression,0.3770842480507847,0.2311253132666455,spec_im_pack,Mixed Outcome,,-0.452 (0.377),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.4256311031177492,Expands Expression,Expands Expression,0.3705196031426063,0.2506627456026318,spec_im_pack,Mixed Outcome,,0.426 (0.371),mixed,Mixed Outcome,expand,mixed
legal_common,0.6965010607759535,Contracts Expression,Contracts Expression,0.517561829799117,0.1783879997050308,spec_im_pack,Mixed Outcome,,0.697 (0.518),mixed,Mixed Outcome,contract,mixed
legal_common,-1.2170116733362255,Expands Expression,Expands Expression,0.3960122858308237,0.0021180030936959,spec_im_pack,Mixed Outcome,***,-1.217*** (0.396),mixed,Mixed Outcome,expand,mixed
legal_civil,0.4810641834481931,Contracts Expression,Contracts Expression,0.4770408694394387,0.3132462063975377,spec_im_pack,Mixed Outcome,,0.481 (0.477),mixed,Mixed Outcome,contract,mixed
legal_civil,0.1562453514324727,Expands Expression,Expands Expression,0.3896119738906649,0.688399432119505,spec_im_pack,Mixed Outcome,,0.156 (0.39),mixed,Mixed Outcome,expand,mixed
high_court,-0.4386589102168414,Contracts Expression,Contracts Expression,0.2671099120493992,0.1005400214857798,spec_im_pack,Mixed Outcome,,-0.439 (0.267),mixed,Mixed Outcome,contract,mixed
high_court,0.0049009411775238,Expands Expression,Expands Expression,0.1386530759831727,0.9718032134943552,spec_im_pack,Mixed Outcome,,0.005 (0.139),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.2284035399835502,Contracts Expression,Contracts Expression,0.2533408944701441,0.36728745249348,spec_im_pack,Mixed Outcome,,0.228 (0.253),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3600411865587403,Expands Expression,Expands Expression,0.1881047911978534,0.0556143032580827,spec_im_pack,Mixed Outcome,*,0.36* (0.188),mixed,Mixed Outcome,expand,mixed
wdj_press_lag1,1.4396373832813267,Contracts Expression,Contracts Expression,0.6735910203213534,0.0325770628288047,spec_p_pack,Mixed Outcome,**,1.44** (0.674),mixed,Mixed Outcome,contract,mixed
wdj_press_lag1,0.9305957423157644,Expands Expression,Expands Expression,0.4323139724324298,0.0313507316647586,spec_p_pack,Mixed Outcome,**,0.931** (0.432),mixed,Mixed Outcome,expand,mixed
v2jupack_lag1,0.4864104469313355,Contracts Expression,Contracts Expression,0.2392190475793699,0.0420195399153726,spec_p_pack,Mixed Outcome,**,0.486** (0.239),mixed,Mixed Outcome,contract,mixed
v2jupack_lag1,0.2488799652581569,Expands Expression,Expands Expression,0.2106280999222899,0.2373610565594411,spec_p_pack,Mixed Outcome,,0.249 (0.211),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-7.313539037425714,Contracts Expression,Contracts Expression,1.6915356417191785,1.5349711556165645e-05,spec_p_pack,Mixed Outcome,***,-7.314*** (1.692),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-3.3013378168907286,Expands Expression,Expands Expression,1.1368320962121463,0.0036845154474119,spec_p_pack,Mixed Outcome,***,-3.301*** (1.137),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.4908239353031373,Contracts Expression,Contracts Expression,0.3882180773691923,0.2061225358765966,spec_p_pack,Mixed Outcome,,-0.491 (0.388),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.4268195816204036,Expands Expression,Expands Expression,0.3538247044957096,0.2277009219813898,spec_p_pack,Mixed Outcome,,0.427 (0.354),mixed,Mixed Outcome,expand,mixed
legal_common,0.8612580098004221,Contracts Expression,Contracts Expression,0.4615365747179201,0.0620320412103396,spec_p_pack,Mixed Outcome,*,0.861* (0.462),mixed,Mixed Outcome,contract,mixed
legal_common,-1.0511474039573412,Expands Expression,Expands Expression,0.3777556861047809,0.0053923294552122,spec_p_pack,Mixed Outcome,***,-1.051*** (0.378),mixed,Mixed Outcome,expand,mixed
legal_civil,0.2273797617953259,Contracts Expression,Contracts Expression,0.4207226213403836,0.5888863716242199,spec_p_pack,Mixed Outcome,,0.227 (0.421),mixed,Mixed Outcome,contract,mixed
legal_civil,-0.18219323139324,Expands Expression,Expands Expression,0.3364085193675915,0.5881056084220895,spec_p_pack,Mixed Outcome,,-0.182 (0.336),mixed,Mixed Outcome,expand,mixed
high_court,-0.4632157093648856,Contracts Expression,Contracts Expression,0.2707700420890886,0.0871300971140892,spec_p_pack,Mixed Outcome,*,-0.463* (0.271),mixed,Mixed Outcome,contract,mixed
high_court,-0.0056567082654004,Expands Expression,Expands Expression,0.132207670445234,0.9658716967899004,spec_p_pack,Mixed Outcome,,-0.006 (0.132),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.2401295777405739,Contracts Expression,Contracts Expression,0.246226563607194,0.3294420630674441,spec_p_pack,Mixed Outcome,,0.24 (0.246),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.376981098659249,Expands Expression,Expands Expression,0.1769499164795011,0.0331353423441594,spec_p_pack,Mixed Outcome,**,0.377** (0.177),mixed,Mixed Outcome,expand,mixed
wdj_govprot_lag1,0.2479254704863588,Contracts Expression,Contracts Expression,0.2648711158740303,0.3492613186140596,spec_govprot_pack,Mixed Outcome,,0.248 (0.265),mixed,Mixed Outcome,contract,mixed
wdj_govprot_lag1,0.0725394852339315,Expands Expression,Expands Expression,0.2198904404321297,0.7414836713852686,spec_govprot_pack,Mixed Outcome,,0.073 (0.22),mixed,Mixed Outcome,expand,mixed
v2jupack_lag1,0.5658126010818518,Contracts Expression,Contracts Expression,0.2433326941195723,0.0200578815270154,spec_govprot_pack,Mixed Outcome,**,0.566** (0.243),mixed,Mixed Outcome,contract,mixed
v2jupack_lag1,0.3131382213205982,Expands Expression,Expands Expression,0.2119444793781721,0.1395539770821433,spec_govprot_pack,Mixed Outcome,,0.313 (0.212),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-6.98449489373243,Contracts Expression,Contracts Expression,1.8180495187714387,0.0001221593626028,spec_govprot_pack,Mixed Outcome,***,-6.984*** (1.818),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-3.182520452767535,Expands Expression,Expands Expression,1.2897418686721236,0.0136035945568715,spec_govprot_pack,Mixed Outcome,**,-3.183** (1.29),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.4795912059827242,Contracts Expression,Contracts Expression,0.3829517555113189,0.2104408590871662,spec_govprot_pack,Mixed Outcome,,-0.48 (0.383),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.4244376302311981,Expands Expression,Expands Expression,0.3551009927227292,0.231985883269689,spec_govprot_pack,Mixed Outcome,,0.424 (0.355),mixed,Mixed Outcome,expand,mixed
legal_common,0.6302748293249889,Contracts Expression,Contracts Expression,0.4851240963187967,0.1938741675579628,spec_govprot_pack,Mixed Outcome,,0.63 (0.485),mixed,Mixed Outcome,contract,mixed
legal_common,-1.1641115851449206,Expands Expression,Expands Expression,0.3829692790728842,0.0023681418124867,spec_govprot_pack,Mixed Outcome,***,-1.164*** (0.383),mixed,Mixed Outcome,expand,mixed
legal_civil,0.3870871135798088,Contracts Expression,Contracts Expression,0.4312027603223488,0.3693499670275005,spec_govprot_pack,Mixed Outcome,,0.387 (0.431),mixed,Mixed Outcome,contract,mixed
legal_civil,-0.0482961558293311,Expands Expression,Expands Expression,0.3799541646021218,0.8988529577629,spec_govprot_pack,Mixed Outcome,,-0.048 (0.38),mixed,Mixed Outcome,expand,mixed
high_court,-0.3911044429560362,Contracts Expression,Contracts Expression,0.26675170626334,0.1426008625439926,spec_govprot_pack,Mixed Outcome,,-0.391 (0.267),mixed,Mixed Outcome,contract,mixed
high_court,0.0254483125884472,Expands Expression,Expands Expression,0.1469442938842106,0.8625072704926143,spec_govprot_pack,Mixed Outcome,,0.025 (0.147),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.1740148980432626,Contracts Expression,Contracts Expression,0.2821033093603575,0.537334904324289,spec_govprot_pack,Mixed Outcome,,0.174 (0.282),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3476866714639907,Expands Expression,Expands Expression,0.214161158636305,0.1044865225337394,spec_govprot_pack,Mixed Outcome,,0.348 (0.214),mixed,Mixed Outcome,expand,mixed
wdj_citizen_lag1,0.945346847186608,Contracts Expression,Contracts Expression,0.6425469799167708,0.1412236868019552,spec_c_reform,Mixed Outcome,,0.945 (0.643),mixed,Mixed Outcome,contract,mixed
wdj_citizen_lag1,0.6798592647024169,Expands Expression,Expands Expression,0.4137380693909741,0.100339125810311,spec_c_reform,Mixed Outcome,,0.68 (0.414),mixed,Mixed Outcome,expand,mixed
v2jureform_lag1,0.1734224954535173,Contracts Expression,Contracts Expression,0.2330233423576214,0.4567385528043258,spec_c_reform,Mixed Outcome,,0.173 (0.233),mixed,Mixed Outcome,contract,mixed
v2jureform_lag1,-0.1542144453344391,Expands Expression,Expands Expression,0.1669823340699973,0.3557271736589871,spec_c_reform,Mixed Outcome,,-0.154 (0.167),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-5.359902058755802,Contracts Expression,Contracts Expression,1.3409049476005237,6.408871611369455e-05,spec_c_reform,Mixed Outcome,***,-5.36*** (1.341),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-1.7862228364897823,Expands Expression,Expands Expression,0.7888218712939947,0.0235483873533296,spec_c_reform,Mixed Outcome,**,-1.786** (0.789),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.330888410039689,Contracts Expression,Contracts Expression,0.3413985415915019,0.3324381877917101,spec_c_reform,Mixed Outcome,,-0.331 (0.341),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.4589267893242368,Expands Expression,Expands Expression,0.3589113750922406,0.2010156623937351,spec_c_reform,Mixed Outcome,,0.459 (0.359),mixed,Mixed Outcome,expand,mixed
legal_common,0.9518746979790244,Contracts Expression,Contracts Expression,0.5218581026504467,0.0681504734907919,spec_c_reform,Mixed Outcome,*,0.952* (0.522),mixed,Mixed Outcome,contract,mixed
