,Intercept,"bs(year, df=4)[0]","bs(year, df=4)[1]","bs(year, df=4)[2]","bs(year, df=4)[3]",v2x_polyarchy_lag1,"bs(year, df=4)[0]:v2x_polyarchy_lag1","bs(year, df=4)[1]:v2x_polyarchy_lag1","bs(year, df=4)[2]:v2x_polyarchy_lag1","bs(year, df=4)[3]:v2x_polyarchy_lag1",wdj_expression_lag1,v2jupoatck_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1
47,1.0,0.23575321473471508,0.45750063846330075,0.27882577016130916,0.0,0.835,0.19685393430348708,0.3820130331168561,0.23281951808469314,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
48,1.0,0.2245544028987698,0.4579778887947048,0.2925361155698234,0.0,0.833,0.18705381761467524,0.3814955813659891,0.24368258426966288,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
49,1.0,0.20223998226159887,0.4568601245083622,0.321290520335628,0.0,0.833,0.16846590522391186,0.3805644837154657,0.26763500343957813,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
50,1.0,0.18019156532792122,0.452834217068899,0.3518700073471259,0.0,0.832,0.14991938235283045,0.37675806860132394,0.29275584611280875,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
51,1.0,0.1693252581213426,0.44967628845890234,0.3678617055627571,0.0,0.842,0.14257186733817048,0.37862743488239575,0.30973955608384146,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
52,1.0,0.1585952316863775,0.44572601861121175,0.38433073298110804,0.0,0.842,0.13353718507992987,0.3753013076706403,0.32360647717009294,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
53,1.0,0.14802474597160603,0.44096163904268937,0.40128410914927765,0.0,0.846,0.1252289350919787,0.3730535466301152,0.3394863563402889,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
54,1.0,0.13763706092560826,0.43536138127019725,0.41872885361436474,0.0,0.84,0.11561513117751093,0.36570356026696565,0.3517322370360664,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
55,1.0,0.10780340928605786,0.41332765389752335,0.47408149226211926,0.0,0.836,0.09012365016314437,0.3455419186583295,0.3963321275311317,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
56,1.0,0.09837952640095558,0.4041661984777731,0.4935619053858645,0.0,0.832,0.08185176596559504,0.3362662771335072,0.4106435052810392,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
57,1.0,0.08045232181435334,0.38298735729615674,0.5341091492776886,0.0,0.825,0.06637316549684151,0.3159645697693293,0.4406400481540931,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
58,1.0,0.07199552001001348,0.3709264345680147,0.555190019139965,0.0,0.825,0.05939630400826112,0.3060143085186121,0.4580317657904711,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
59,1.0,0.0639075984630879,0.3578554857707996,0.5768184136759497,0.0,0.824,0.052659861133584424,0.2948729202751389,0.47529837286898247,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
60,1.0,0.05621181712215668,0.3437527424213736,0.5990013524327411,0.0,0.83,0.04665580821139004,0.28531477620974005,0.4971711225191751,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
61,1.0,0.04893143593579988,0.3285964360365986,0.6217458549574381,0.0,0.832,0.040710954698585496,0.27339223478245,0.5172925513245884,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
62,1.0,0.04208971485259758,0.31236479813333684,0.6450589407971398,0.0,0.827,0.0348081941830982,0.25832568805626954,0.5334637440392346,0.0,0.0,1.033,1.901,1.0,0.0,1.0,2.199
63,1.0,0.035709913821129854,0.2950360602284502,0.6689476294989446,0.0,0.826,0.029496388816253258,0.24369978574869985,0.5525507419661282,0.0,0.0,1.033,1.901,1.0,0.0,0.0,2.289
64,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.826,0.024627431844520823,0.22846206287084964,0.5727640449438203,0.0,0.0,1.201,1.901,1.0,0.0,1.0,2.199
65,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.811,0.019812009594959646,0.20842717070029473,0.5826871937722579,0.0,0.0,0.951,1.901,1.0,0.0,1.0,2.199
66,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.81,0.015855450723577236,0.19136214495485693,0.602751381680854,0.0,0.0,0.745,1.901,1.0,0.0,0.0,2.289
67,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.817,0.012479764203496432,0.1750951417057268,0.6294158227611154,0.0,0.0,0.857,1.901,1.0,0.0,1.0,2.199
68,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.814,0.009404799419051493,0.15561561464863274,0.6489784312716145,0.0,0.0,0.406,1.901,1.0,0.0,0.0,2.289
69,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.807,0.006806226572261557,0.13461203665139523,0.6655817367763431,0.0,0.0,1.343,1.901,1.0,0.0,0.0,2.289
70,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.834,0.004940163820630293,0.1178777978311506,0.7100380054264084,0.0011440329218106995,0.0,1.507,1.901,1.0,0.0,0.0,2.289
71,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.839,0.003329365079365079,0.09692151675485008,0.7295419851067999,0.00920713305898491,0.0,2.007,1.901,1.0,0.0,1.0,2.199
72,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.84,0.0020991253644314866,0.07580174927113702,0.7309880142533204,0.031111111111111107,0.777777778,1.471,1.901,1.0,0.0,1.0,2.199
73,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.85,0.0012292331898745895,0.05643546156179781,0.7177125343292603,0.0746227709190672,0.777777778,1.471,1.901,1.0,0.0,1.0,2.199
74,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.849,0.000628626960988477,0.0381017785799127,0.664693462771856,0.1455761316872428,0.777777778,0.682,1.901,1.0,0.0,0.0,2.289
75,1.0,9.255402841408673e-05,0.01241252358842252,0.5169873778015448,0.4705075445816187,0.848,7.848581609514554e-05,0.010525820002982297,0.43840529637570996,0.39899039780521267,0.777777778,0.821,0.853,1.0,0.0,1.0,1.873
76,1.0,0.0,0.0,0.0,1.0,0.841,0.0,0.0,0.0,0.841,0.777777778,1.024,0.853,1.0,0.0,0.0,2.903
81,1.0,0.05621181712215668,0.3437527424213736,0.5990013524327411,0.0,0.894,0.05025336450720807,0.307314951724708,0.5355072090748706,0.0,0.920634921,1.318,1.753,0.0,1.0,1.0,1.565
82,1.0,0.04208971485259758,0.31236479813333684,0.6450589407971398,0.0,0.894,0.03762820507822224,0.27925412953120315,0.576682693072643,0.0,0.920634921,1.318,1.753,0.0,1.0,1.0,1.565
83,1.0,0.035709913821129854,0.2950360602284502,0.6689476294989446,0.0,0.887,0.03167469355934218,0.2616969854226353,0.5933565473655639,0.0,0.920634921,1.318,1.753,0.0,1.0,1.0,1.565
84,1.0,0.024429111707718425,0.2570002104812512,0.71847989367726,0.0,0.889,0.02171748030816168,0.22847318711783232,0.6387286254790842,0.0,0.920634921,0.493,1.753,0.0,1.0,0.0,2.224
85,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.893,0.01748014505698083,0.21097085857368794,0.6645147948654352,0.0,0.920634921,0.493,1.753,0.0,1.0,1.0,1.565
88,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.886,0.0074725114535610145,0.14778967097042897,0.7307378175760099,0.0,0.920634921,1.681,1.753,0.0,1.0,1.0,1.598
89,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.886,0.005248183627192374,0.12522749265995137,0.7543089602011964,0.001215363511659808,0.920634921,1.681,1.753,0.0,1.0,0.0,2.501
90,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.889,0.0035277777777777777,0.10269753086419754,0.7730188614540466,0.009755829903978051,0.920634921,1.681,1.753,0.0,1.0,1.0,1.598
91,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.87,0.002174094127446897,0.07850895460224906,0.7570947290480818,0.03222222222222222,0.920634921,1.314,1.753,0.0,1.0,1.0,1.598
92,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.829,0.0011988638993012171,0.055041173687918096,0.6999808128928904,0.07277914951989026,0.920634921,0.701,1.753,0.0,1.0,1.0,1.598
93,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.837,0.0006197417742607247,0.037563237539913925,0.6552985021673068,0.14351851851851852,0.920634921,0.898,1.753,0.0,1.0,0.0,2.222
94,1.0,0.00031236984589754266,0.026586144661946406,0.6768051891958596,0.2962962962962963,0.841,0.00026270304039983336,0.02235894766069693,0.5691931641137179,0.24918518518518518,0.920634921,1.22,1.753,0.0,1.0,0.0,2.589
95,1.0,9.255402841408673e-05,0.01241252358842252,0.5169873778015448,0.4705075445816187,0.833,7.709750566893424e-05,0.01033963214915596,0.4306504857086868,0.39193278463648834,0.920634921,1.482,0.37,0.0,1.0,1.0,1.545
96,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.626,0.009562218349313057,0.13416102657011625,0.48226965122210314,0.0,0.908119658,-1.531,1.707,0.0,1.0,1.0,1.08
97,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.665,0.007683282080674746,0.12713069255692971,0.5301850820585057,0.0,0.908119658,-1.531,1.707,0.0,1.0,1.0,1.08
98,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.658,0.005549562682215742,0.10975801749271136,0.5426924198250728,0.0,0.900966184,-1.922,1.707,0.0,1.0,1.0,1.08
99,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.659,0.003903558702392522,0.09314324792653267,0.5610492153189487,0.0009039780521262002,0.905092593,-1.922,1.707,0.0,1.0,1.0,1.08
100,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.13,0.001985764193946801,0.027860916060886764,0.10015184450299267,0.0,0.0,-1.144,1.087,0.0,0.0,1.0,-0.755
101,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.131,0.0015135488008547245,0.025043790563846306,0.10444247481152519,0.0,0.0,-1.144,1.087,0.0,0.0,1.0,-0.755
102,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.131,0.0011048521449396084,0.021851520199916697,0.10804362765514368,0.0,0.0,-1.424,1.087,0.0,0.0,0.0,-0.632
103,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.227,0.0026227143343055146,0.04339649204574894,0.1809804716199711,0.0,0.0,-0.597,-1.255,0.0,1.0,0.0,-0.59
104,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.226,0.0013387014669813504,0.031942904448249446,0.1924083803673481,0.00031001371742112483,0.0,-0.7,-0.799,0.0,1.0,0.0,-0.95
108,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.4,0.0015873015873015873,0.04620811287477955,0.3478150107779738,0.0043895747599451305,0.32748538,0.106,0.265,1.0,0.0,1.0,-0.751
117,1.0,0.04208971485259758,0.31236479813333684,0.6450589407971398,0.0,0.885,0.03724939764454886,0.2764428463480031,0.5708771626054687,0.0,0.0,1.701,1.057,0.0,1.0,1.0,1.789
121,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.883,0.007447209496043314,0.1472892544773011,0.7282635360266554,0.0,0.0,2.313,1.057,0.0,1.0,0.0,2.153
127,1.0,0.00031236984589754266,0.026586144661946406,0.6768051891958596,0.2962962962962963,0.868,0.00027113702623906703,0.02307677356656948,0.5874669042220062,0.2571851851851852,0.62962963,2.313,1.057,0.0,1.0,0.0,2.153
135,1.0,0.20223998226159887,0.4568601245083622,0.321290520335628,0.0,0.843,0.17048830504652784,0.3851330849605493,0.2708479086429344,0.0,0.0,2.189,1.784,0.0,1.0,1.0,1.7
137,1.0,0.08045232181435334,0.38298735729615674,0.5341091492776886,0.0,0.843,0.06782130728949987,0.3228583422006601,0.45025401284109146,0.0,0.0,1.637,1.784,0.0,1.0,1.0,1.7
138,1.0,0.0639075984630879,0.3578554857707996,0.5768184136759497,0.0,0.843,0.053874105504383096,0.30167217450478406,0.48625792272882556,0.0,0.0,1.637,1.784,0.0,1.0,1.0,1.7
139,1.0,0.04893143593579988,0.3285964360365986,0.6217458549574381,0.0,0.85,0.041591720545429894,0.2793069706311088,0.5284839767138223,0.0,0.0,1.072,1.784,0.0,1.0,0.0,2.156
144,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.738,0.011273030577944147,0.15816427733026484,0.5685543172554507,0.0,0.393939394,-0.784,1.784,0.0,1.0,1.0,-0.062
149,1.0,0.00031236984589754266,0.026586144661946406,0.6768051891958596,0.2962962962962963,0.45,0.0001405664306538942,0.011963765097875884,0.30456233513813685,0.13333333333333333,0.494152047,-0.567,1.784,0.0,1.0,1.0,-0.758
151,1.0,1.156925355176084e-05,0.0032522457206616583,0.29440422343456574,0.7023319615912208,0.434,5.021056041464205e-06,0.0014114746427671596,0.12777143297060153,0.30481207133058985,0.447089947,-0.373,1.784,0.0,1.0,1.0,-1.293
152,1.0,0.04208971485259758,0.31236479813333684,0.6450589407971398,0.0,0.241,0.010143621279476017,0.07527991635013417,0.15545920473211067,0.0,0.0,0.374,0.764,0.0,1.0,0.0,-2.054
153,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.232,0.004541314281320887,0.05480989830805779,0.17263990191352854,0.0,0.0,0.323,0.764,0.0,1.0,0.0,-2.054
154,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.229,0.003498000003183211,0.049078075214946684,0.17642132608604094,0.0,0.0,0.227,0.764,0.0,1.0,0.0,-1.597
155,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.23,0.002657375757225852,0.0439700139670584,0.18337228402023506,0.0,0.873015873,0.412,0.764,0.0,1.0,0.0,-1.597
156,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.234,0.0019735526863806745,0.03903248646397334,0.19299396084964596,0.0,0.873015873,0.412,0.764,0.0,1.0,0.0,-1.597
157,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.242,0.0014334767920773752,0.03420434901095737,0.2060302126057444,0.00033196159122085046,0.873015873,0.412,0.764,0.0,1.0,0.0,-1.597
158,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.232,0.0005797584339858392,0.020935721227266415,0.20189192774615516,0.008592592592592593,0.873015873,0.862,0.764,0.0,1.0,1.0,-1.902
159,1.0,0.029815292789976786,0.27658845383880104,0.6934189406099519,0.0,0.427,0.012731130021320087,0.11810326978916805,0.29608988764044947,0.0,0.0,-0.35,1.883,0.0,0.0,0.0,1.908
160,1.0,0.019574630522934858,0.23624956167266287,0.7441375082479678,0.0,0.425,0.008319217972247314,0.10040606371088172,0.3162584410053863,0.0,0.0,-0.35,1.883,0.0,0.0,0.0,1.908
161,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.524,0.00800415721252403,0.11230092319926664,0.4036889732274474,0.0,0.0,-0.35,1.883,0.0,0.0,0.0,1.542
162,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.539,0.006227502318020584,0.10304277186193252,0.42972896124742044,0.0,0.0,-0.35,1.883,0.0,0.0,0.0,1.542
163,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.539,0.004545918367346938,0.08990816326530611,0.4445459183673469,0.0,0.0,-0.35,1.883,0.0,0.0,0.0,1.542
164,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.534,0.003163126475079828,0.075475712280377,0.45462865095647736,0.0007325102880658437,0.777777778,-0.35,1.883,0.0,0.0,0.0,1.542
165,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.512,0.0020317460317460317,0.05914638447971782,0.4452032137958064,0.005618655692729766,0.777777778,-0.924,1.883,0.0,0.0,0.0,1.802
166,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.496,0.0012394835485214492,0.04475912814105234,0.43163101794005587,0.01837037037037037,0.851851852,-0.924,1.883,0.0,0.0,0.0,1.594
167,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.501,0.0007245245036790227,0.03326372499113024,0.4230282114105405,0.0439835390946502,0.851851852,-0.915,1.883,0.0,0.0,0.0,1.594
168,1.0,1.156925355176084e-05,0.0032522457206616583,0.29440422343456574,0.7023319615912208,0.57,6.5944745245036784e-06,0.001853780060777145,0.16781040735770245,0.40032921810699584,0.851851852,-0.549,1.883,0.0,0.0,0.0,1.402
169,1.0,0.0,0.0,0.0,1.0,0.557,0.0,0.0,0.0,0.557,0.851851852,-0.627,1.883,0.0,0.0,1.0,1.967
170,1.0,0.08925474392752741,0.3940600224383635,0.5135687845420214,0.0,0.496,0.044270352988053596,0.1954537711294283,0.2547301171328426,0.0,0.0,-0.603,1.134,0.0,0.0,0.0,1.085
171,1.0,0.07199552001001348,0.3709264345680147,0.555190019139965,0.0,0.614,0.04420524928614828,0.22774883082476102,0.34088667175193854,0.0,0.0,-0.603,1.134,0.0,0.0,0.0,1.085
172,1.0,0.04893143593579988,0.3285964360365986,0.6217458549574381,0.0,0.568,0.027793055611534327,0.18664277566878798,0.3531516456158248,0.0,0.0,-0.603,1.134,0.0,0.0,0.0,1.085
173,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.501,0.001988095238095238,0.05787566137566138,0.4356383009994121,0.005497942386831275,0.0,-0.452,1.134,0.0,0.0,1.0,1.09
174,1.0,0.09837952640095558,0.4041661984777731,0.4935619053858645,0.0,0.478,0.047025413619656765,0.19319144287237552,0.23592259077444322,0.0,-0.037037037,-1.029,1.348,0.0,0.0,0.0,0.9
175,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.528,0.0013194502290712203,0.04764681382757184,0.4594781803878014,0.019555555555555555,0.0,1.075,0.933,0.0,0.0,0.0,0.972
176,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.48,0.0006941552131056504,0.03186943711725053,0.4052964899741705,0.04213991769547325,0.0,0.818,1.314,0.0,0.0,1.0,1.003
177,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.321,0.004903310048130178,0.06879503119649731,0.24729801604200496,0.0,0.633986928,0.712,0.441,0.0,0.0,0.0,-0.101
179,1.0,0.008433985839233651,0.16680549770928776,0.8247605164514784,0.0,0.325,0.002741045397750937,0.05421178675551853,0.2680471678467305,0.0,0.633986928,0.712,0.441,0.0,0.0,0.0,-0.238
180,1.0,0.003968253968253968,0.11552028218694886,0.8695375269449344,0.010973936899862825,0.333,0.0013214285714285715,0.03846825396825397,0.28955599647266317,0.0036543209876543207,0.633986928,1.3,0.441,0.0,0.0,1.0,-0.361
181,1.0,0.0007404322273126938,0.04487841999989717,0.7829133837124335,0.17146776406035666,0.425,0.00031468369660789486,0.019073328499956296,0.3327381880777842,0.07287379972565158,0.633986928,1.799,0.441,0.0,0.0,1.0,0.789
182,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.778,0.008988862344007448,0.14873335159291928,0.6202766824684472,0.0,0.763888889,1.205,0.879,0.0,0.0,0.0,0.687
183,1.0,0.00592345781850155,0.14134028516924532,0.8513645148997703,0.0013717421124828531,0.777,0.0046025267249757045,0.10982140157650362,0.6615102280771216,0.0010658436213991768,0.763888889,1.205,0.879,0.0,0.0,1.0,0.904
185,1.0,0.0024989587671803413,0.09024017770373455,0.8702238264920481,0.037037037037037035,0.754,0.0018842149104539773,0.06804109398861585,0.6561487651750043,0.027925925925925923,0.814814815,1.205,0.879,0.0,0.0,1.0,0.904
186,1.0,0.0014461566939701052,0.0663946606609386,0.8443676874461886,0.0877914951989026,0.767,0.0011092021842750708,0.05092470472693991,0.6476300162712267,0.0673360768175583,0.814814815,1.205,0.031,0.0,0.0,1.0,0.696
187,1.0,0.015275109184206161,0.21431473892989816,0.7703988038691744,0.0,0.355,0.005422663760393187,0.07608173232011384,0.2734915753735569,0.0,0.711111111,-0.317,-0.761,0.0,0.0,0.0,-0.24
188,1.0,0.0115538076401124,0.19117397376981912,0.7972708000879785,0.0,0.357,0.004124709327520126,0.06824910863582542,0.2846256756314083,0.0,0.711111111,0.1,-0.761,0.0,0.0,0.0,-0.24
